type	latitude	longitude	altitude (m)	name	desc	kml_folder
T	36.917838995	-80.269682500	713.9			
T	36.894907446	-80.262405298	755.3			
T	36.825029978	-80.222681653	392.1			
T	36.888062229	-80.220560309	748.5			
T	36.915390971	-80.220042142	787.5			
T	37.167606923	-80.282962668	526.2			
T	37.361458717	-80.373602714	682.9			
T	37.384429652	-80.387349758	913.8			
T	37.404131321	-80.399081722	598.2			
T	37.420651609	-80.408920370	657.0			
T	37.437777116	-80.434223784	822.4			
T	37.341423997	-80.417368453	624.6			
T	37.303884509	-80.405600002	762.3			
T	37.266841967	-80.393999545	656.3			
T	37.003261169	-80.284631990	796.6			
T	36.848214557	-80.227004748	538.2			
T	36.828308881	-80.221361417	406.1			
T	36.814435915	-80.216066525	395.4			
T	36.798631019	-80.206201884	383.3			
T	36.910863087	-80.227579010	794.7			
T	36.946544451	-80.235790927	747.5			
T	37.200598989	-80.306393003	536.5			
T	37.244591210	-80.325184076	790.8			
T	37.413327709	-80.408312616	607.8			
T	37.425876235	-80.419562323	597.7			
T	37.418323045	-80.437632457	677.9			
T	37.291774996	-80.394513307	774.5			
T	37.049099758	-80.281198108	760.8			
T	37.014005287	-80.263285073	813.0			
T	36.888714238	-80.204125044	559.6			
T	36.875172692	-80.199655785	620.7			
T	36.861729083	-80.191441169	440.4			
T	36.852241510	-80.178885367	408.5			
T	36.861538595	-80.177821821	372.9			
T	36.876267512	-80.180042200	558.8			
T	36.894320865	-80.180782913	587.1			
T	37.118192422	-80.238667586	541.0			
T	37.399837532	-80.366589483	825.4			
T	37.426286067	-80.382199157	572.5			
T	37.504938392	-80.440091398	1004.6			
T	37.435150300	-80.428876165	751.5			
T	37.400618319	-80.415726758	587.1			
T	37.139758314	-80.301875527	591.5			
T	37.093179742	-80.280374843	575.3			
T	37.047827202	-80.259760244	814.1			
T	37.008661550	-80.242627378	787.8			
T	36.970482200	-80.226255432	750.3			
T	36.936277786	-80.208806482	709.4			
T	36.816431099	-80.163686326	417.3			
T	36.800650625	-80.154031622	352.6			
T	36.846707565	-80.162051202	347.6			
T	37.097181150	-80.226003943	507.7			
T	37.345330076	-80.345413888	732.5			
T	37.384567113	-80.368740449	706.3			
T	37.414242757	-80.386341430	559.0			
T	37.440806018	-80.402068545	590.7			
T	37.460898397	-80.413972954	776.3			
T	37.521105674	-80.457559740	750.3			
T	37.403428956	-80.402410569	597.6			
T	37.178082898	-80.282083151	520.8			
T	37.125616255	-80.253972634	569.2			
T	37.076906548	-80.227954828	707.4			
T	37.029348672	-80.202721728	796.1			
T	36.806661540	-80.097934382	297.3			
T	36.730716007	-80.059173381	360.0			
T	36.795348833	-80.068074268	347.4			
T	36.823408670	-80.074741766	329.4			
T	37.024485503	-80.134123088	767.6			
T	37.080968499	-80.156405338	746.5			
T	37.126556987	-80.175931170	774.3			
T	37.325227669	-80.281680404	778.4			
T	37.347971570	-80.295011424	512.8			
T	37.386773942	-80.321514280	739.2			
T	37.255686165	-80.259518247	408.0			
T	37.217359620	-80.240522522	512.1			
T	36.960864754	-80.111291696	511.6			
T	36.921213126	-80.095084363	480.3			
T	36.771185177	-80.030840176	332.5			
T	36.757722246	-80.026210438	333.0			
T	36.748107638	-80.017311394	286.2			
T	36.868194256	-80.044165458	367.2			
T	36.907698432	-80.056855286	399.3			
T	37.228507698	-80.185828276	481.3			
T	37.275960624	-80.213322410	683.9			
T	37.316696706	-80.236469300	630.1			
T	37.448231086	-80.331177480	530.4			
T	37.431379619	-80.321357778	794.3			
T	37.207301501	-80.205957606	465.7			
T	37.158030817	-80.179516389	911.6			
T	36.932183598	-80.070923497	495.7			
T	36.893564575	-80.052084722	389.6			
T	36.860196063	-80.039551398	381.5			
T	36.747295075	-79.994068460	232.8			
T	36.734609251	-79.986719511	256.5			
T	36.713807116	-79.977871903	308.8			
T	36.724489047	-79.980843447	293.2			
T	36.735811827	-79.980924046	248.7			
T	36.973806086	-80.047085039	383.8			
T	37.272627358	-80.178890954	480.7			
T	37.425101233	-80.276397869	754.1			
T	37.411080980	-80.272081117	774.9			
T	37.387195942	-80.262069290	587.9			
T	37.187257003	-80.171730214	1086.8			
T	37.141052503	-80.152431988	777.9			
T	36.884623886	-80.036878061	364.9			
T	36.851385483	-80.024478808	385.2			
T	36.821191159	-80.013756321	344.9			
T	36.730144156	-79.980883817	270.9			
T	36.724489047	-79.980843447	293.2			
T	36.752237791	-79.983896728	263.8			
T	36.771325207	-79.988354962	236.2			
T	37.040390746	-80.060839539	454.7			
T	37.388316967	-80.218134766	459.1			
T	37.431582925	-80.242654878	818.9			
T	37.579101047	-80.345413090	777.9			
T	37.569254435	-80.355139447	756.3			
T	37.551186253	-80.348651426	1071.9			
T	37.529081041	-80.343639583	645.7			
T	37.274627984	-80.219810744	567.1			
T	36.971036438	-80.076182316	430.4			
T	36.934633419	-80.058779431	444.9			
T	36.759114826	-79.978065273	264.4			
T	36.882643651	-80.002294012	344.2			
T	36.922884729	-80.011611050	421.8			
T	37.236312997	-80.129193760	414.6			
T	37.425527610	-80.235485665	1026.9			
T	37.467644993	-80.270734202	600.5			
T	37.456725137	-80.268249892	863.6			
T	37.342931031	-80.229379798	662.0			
T	37.303633571	-80.214480874	493.9			
T	37.056901808	-80.100895357	605.2			
T	36.883154160	-80.029336740	412.0			
T	36.866495181	-80.023145597	363.8			
T	36.829443000	-80.001943748	290.7			
T	36.838539992	-80.000516027	340.7			
T	36.986311707	-80.003327024	406.9			
T	37.026189909	-80.008494830	375.1			
T	37.286123375	-80.074393120	308.5			
T	37.311249071	-80.088001305	409.9			
T	37.381526904	-80.162841183	660.4			
T	37.379504272	-80.172738561	634.6			
T	37.373589361	-80.184157705	614.6			
T	37.257811324	-80.231727113	763.7			
T	37.226227955	-80.231317732	456.6			
T	37.031219381	-80.193380453	816.2			
T	36.998702504	-80.181031410	740.9			
T	36.853333801	-80.102429250	306.0			
T	36.835360520	-80.088447917	360.3			
T	36.801125834	-80.012099695	301.4			
T	36.806722059	-79.998837784	303.3			
T	36.908113317	-79.936491758	395.8			
T	36.939722125	-79.930476546	336.6			
T	37.082871586	-79.936748863	356.7			
T	37.115987090	-79.947419463	342.1			
T	37.254386708	-80.056952418	378.8			
T	37.265376908	-80.077703230	385.9			
T	37.254795264	-80.189812713	417.6			
T	37.242198063	-80.204554924	417.8			
T	37.139719259	-80.251825529	494.2			
T	37.115876924	-80.251609555	512.9			
T	37.091604323	-80.254553705	512.2			
T	37.062598654	-80.251120298	728.0			
T	37.037251459	-80.246164288	813.8			
T	36.899481603	-80.183722910	705.5			
T	36.883560125	-80.174322536	522.9			
T	36.824928670	-80.095554217	360.7			
T	36.824793871	-80.082193953	341.0			
T	36.877540091	-80.012757106	354.3			
T	36.898515460	-79.997884250	397.5			
T	37.089397161	-79.967753621	397.8			
T	37.123373401	-79.971891726	426.6			
T	37.160705973	-79.985171575	401.7			
T	37.301113522	-80.086102136	433.7			
T	37.314814595	-80.104344314	462.1			
T	37.323628977	-80.123155914	769.4			
T	37.331533835	-80.142436082	541.1			
T	37.338453223	-80.164749275	587.5			
T	37.315353703	-80.243010494	577.3			
T	37.299405916	-80.252144197	824.1			
T	37.183144503	-80.274354786	494.2			
T	37.156139646	-80.272505958	504.9			
T	37.126750740	-80.265367403	427.2			
T	37.097614142	-80.258233635	519.3			
T	37.066745334	-80.246562879	724.7			
T	36.950215460	-80.186368329	751.9			
T	36.931267038	-80.171442319	653.9			
T	36.871593380	-80.086357614	351.3			
T	36.918673499	-80.002519439	417.2			
T	36.943450618	-79.986188927	498.5			
T	37.134939415	-79.946858293	495.8			
T	37.174007314	-79.953959997	335.5			
T	37.352843121	-80.023629544	450.8			
T	37.370015153	-80.039639521	380.6			
T	37.407669671	-80.140339332	513.7			
T	37.404303893	-80.156909147	495.5			
T	37.343785168	-80.207885768	682.5			
T	37.325227625	-80.212084512	647.4			
T	37.177013137	-80.187051683	913.3			
T	37.041807130	-80.113126590	821.3			
T	37.026136947	-80.097339205	661.7			
T	37.009820834	-80.084603771	429.5			
T	36.975989422	-80.007707397	394.9			
T	37.032740926	-79.947371093	369.1			
T	37.057214172	-79.936697610	327.6			
T	37.081243772	-79.929021003	378.1			
T	37.277720853	-79.948760332	292.6			
T	37.397232305	-80.032319620	666.3			
T	37.410778229	-80.053997946	574.0			
T	37.419806331	-80.072924451	779.5			
T	37.427763969	-80.092110897	520.9			
T	37.393622306	-80.191548437	530.8			
T	37.269521900	-80.227768075	539.3			
T	37.241392827	-80.225756763	414.8			
T	37.044424505	-80.159368168	798.8			
T	37.018956774	-80.144636863	775.9			
T	36.896263161	-80.053638865	370.1			
T	36.859564676	-79.969293618	339.8			
T	36.864591468	-79.958818729	380.7			
T	36.949957635	-79.895916487	348.3			
T	36.979239180	-79.888170627	311.1			
T	37.181343863	-79.915826364	433.5			
T	37.208899930	-79.930302356	426.6			
T	37.299905616	-80.042425689	344.9			
T	37.303451648	-80.058653156	350.4			
T	37.225022286	-80.151521745	560.3			
T	37.080827710	-80.173883660	783.1			
T	37.048298754	-80.172083789	789.1			
T	36.870002548	-80.108952104	341.6			
T	36.773763097	-80.032351861	321.9			
T	36.775217720	-79.954566417	300.2			
T	36.911736152	-79.875362990	344.4			
T	36.946069735	-79.870479852	342.3			
T	37.128015507	-79.888187207	350.7			
T	37.161527530	-79.898530081	369.7			
T	37.188630050	-79.912633861	326.3			
T	37.215709454	-79.930370064	403.8			
T	37.276275146	-80.022698116	322.5			
T	37.276016516	-80.040384933	303.2			
T	37.189019159	-80.112270828	600.7			
T	37.164481638	-80.119914256	817.5			
T	36.977601954	-80.117264513	580.2			
T	36.945226626	-80.112442701	508.5			
T	36.785572796	-80.058998257	346.3			
T	36.719105695	-80.006883838	278.3			
T	36.762422474	-79.947313838	280.3			
T	36.949334006	-79.898921484	342.4			
T	37.079617284	-79.921302948	366.6			
T	37.156168704	-79.975825155	363.7			
T	37.148098518	-80.009413028	477.2			
T	37.142282933	-80.023858781	565.2			
T	37.058919478	-80.064398328	411.2			
T	36.899225947	-80.068812962	373.8			
T	36.780895452	-80.039816085	318.9			
T	36.759670876	-80.030620379	370.4			
T	36.747494332	-80.020208615	267.1			
T	36.756158084	-79.950279773	283.2			
T	36.767925905	-79.934139226	274.5			
T	36.782877031	-79.916441814	304.5			
T	36.803631209	-79.898565711	350.1			
T	36.925558451	-79.823120659	324.7			
T	36.986388433	-79.808204529	272.0			
T	37.011862571	-79.804569606	335.2			
T	37.036994428	-79.803999324	346.5			
T	37.062353739	-79.803423044	253.8			
T	37.172643171	-79.876540712	376.5			
T	37.175901552	-79.892030775	473.0			
T	37.178955884	-79.911093586	579.1			
T	37.179036619	-79.928659076	364.7			
T	37.175953761	-79.944526212	304.9			
T	37.168777222	-79.961532842	371.0			
T	37.109292590	-80.036789324	614.6			
T	37.088049178	-80.049670262	414.9			
T	37.066675657	-80.058427792	406.2			
T	37.041924529	-80.068562655	434.5			
T	36.910680427	-80.072068857	392.5			
T	36.890514983	-80.067133499	383.7			
T	36.805729628	-80.018058565	291.0			
T	36.789957047	-79.995791070	291.9			
T	36.786579473	-79.984003559	328.8			
T	36.803501865	-79.927933524	343.8			
T	36.814823954	-79.914559370	387.3			
T	36.962040572	-79.852270334	333.3			
T	36.990738831	-79.847280801	305.4			
T	37.024809199	-79.848279086	334.7			
T	37.147455089	-79.887839538	335.1			
T	37.197723606	-79.952499815	396.8			
T	37.201373859	-79.968521825	436.4			
T	37.168261879	-80.055321766	860.1			
T	37.034424990	-80.088321081	447.9			
T	37.006388522	-80.086084473	516.2			
T	36.979367904	-80.080943258	435.4			
T	36.844277074	-80.030371330	375.1			
T	36.828460123	-80.021254072	303.6			
T	36.773465239	-79.963387003	307.9			
T	36.772646339	-79.953104069	268.4			
T	36.818347155	-79.896834964	366.4			
T	36.838904763	-79.881932353	362.3			
T	37.035203490	-79.843561823	290.9			
T	37.072695189	-79.846021987	325.2			
T	37.272229458	-79.924634316	299.5			
T	37.331228531	-80.026737487	365.3			
T	37.298656802	-80.081180134	354.9			
T	37.282828767	-80.090559626	314.7			
T	37.157879401	-80.119736962	800.1			
T	37.004527580	-80.095327081	520.1			
T	36.984319483	-80.087194835	431.6			
T	36.888528437	-80.032411674	410.4			
T	36.884976400	-80.020335318	431.3			
T	36.918168416	-79.975420182	395.5			
T	36.938972978	-79.963556961	374.0			
T	36.965465478	-79.954664717	344.6			
T	37.161923079	-79.930045960	452.3			
T	37.203935944	-79.938224956	459.0			
T	37.246919769	-79.946819893	297.4			
T	37.428472996	-80.037616936	491.1			
T	37.487956947	-80.128242311	657.7			
T	37.488588603	-80.143479640	788.9			
T	37.422069462	-80.214880650	741.1			
T	37.395571226	-80.218530921	449.6			
T	37.199235692	-80.168322103	846.2			
T	37.166875437	-80.152713433	920.9			
T	37.018493162	-80.058748095	395.9			
T	37.005022157	-80.047733333	398.5			
T	37.010533402	-79.993043848	377.8			
T	37.025116666	-79.984089074	342.3			
T	37.196470042	-79.958861560	524.8			
T	37.465518405	-80.034807560	817.0			
T	37.615757657	-80.166720276	666.4			
T	37.617906411	-80.194565213	513.4			
T	37.615785896	-80.204880458	507.0			
T	37.496851623	-80.238240932	502.0			
T	37.463277586	-80.234375858	802.6			
T	37.424120745	-80.223492489	822.6			
T	37.174383620	-80.132179626	832.8			
T	37.034683061	-80.057624988	447.5			
T	37.012242721	-80.014365012	395.3			
T	37.092355701	-79.983001441	386.9			
T	37.119090444	-79.976489444	533.6			
T	37.347933568	-79.995815085	437.0			
T	37.387784437	-80.005424633	396.8			
T	37.539002494	-80.103228840	693.7			
T	37.509975690	-80.170109735	475.0			
T	37.358235068	-80.172015441	753.5			
T	37.321294194	-80.162543749	627.9			
T	37.134235939	-80.075014760	471.2			
T	37.111147974	-80.062392013	437.5			
T	37.033845285	-80.002503476	372.3			
T	37.058521805	-79.961342428	379.6			
T	37.072614023	-79.955255118	339.0			
T	37.089680207	-79.950700237	358.9			
T	37.277077185	-79.951980115	289.4			
T	37.480059733	-80.038808141	577.7			
T	37.499106156	-80.056155205	501.0			
T	37.514855764	-80.071838119	392.8			
T	37.506409490	-80.149397002	611.3			
T	37.493347419	-80.157256521	594.3			
T	37.336368877	-80.156212763	679.9			
T	37.187426031	-80.104361384	507.5			
T	37.163178219	-80.094575483	895.9			
T	37.052734962	-80.033472842	378.4			
T	37.069540091	-80.015331691	415.4			
T	37.083097667	-80.012474277	440.4			
T	37.254315625	-80.024949927	349.5			
T	37.291189053	-80.034202395	335.9			
T	37.327191421	-80.046198405	387.6			
T	37.457427631	-80.111803146	405.3			
T	37.481244711	-80.180607183	856.5			
T	37.469007304	-80.185075794	723.0			
T	37.344634724	-80.186418536	698.2			
T	37.321107099	-80.180621336	538.5			
T	37.177739256	-80.116436186	891.5			
T	37.160529461	-80.107156856	804.5			
T	37.142630796	-80.097110800	813.7			
T	37.104697107	-80.062305668	422.1			
T	37.140932539	-80.030073742	638.1			
T	37.238633036	-80.002463368	334.4			
T	37.256265333	-80.001289730	301.6			
T	37.334496721	-80.010436775	354.9			
T	37.340376275	-80.049528057	405.3			
T	37.298766461	-80.113580519	380.0			
T	37.286796979	-80.121463299	353.8			
T	37.275256422	-80.129698085	330.3			
T	37.260424118	-80.135960584	329.9			
T	37.245653123	-80.138314998	358.7			
T	37.161151395	-80.135642409	825.3			
T	37.145687800	-80.130459130	796.6			
T	37.130298662	-80.125291613	836.8			
T	37.114723993	-80.119862600	845.6			
T	37.099602812	-80.111045933	943.0			
T	37.088782031	-80.101529650	707.0			
T	37.050748503	-80.042650711	358.9			
T	37.098690859	-79.969282995	381.3			
T	37.114719013	-79.953655142	338.5			
T	37.269117925	-79.923034329	292.0			
T	37.299052442	-79.927699786	308.8			
T	37.415650419	-79.976288180	379.5			
T	37.426987540	-79.989233044	604.5			
T	37.449394484	-80.096406139	477.1			
T	37.442591629	-80.111196275	451.6			
T	37.370534110	-80.164143983	676.2			
T	37.352520948	-80.165210565	611.8			
T	37.223516949	-80.114118969	813.7			
T	37.202519536	-80.098762295	575.3			
T	37.184965874	-80.085469776	568.9			
T	37.101617823	-79.994429720	497.8			
T	37.116249195	-79.930305505	364.4			
T	37.128148178	-79.919282588	380.6			
T	37.242800585	-79.898809624	340.9			
T	37.273589775	-79.900541257	295.4			
T	37.418428803	-79.945013017	565.6			
T	37.427555307	-79.953242428	435.4			
T	37.415546055	-80.012666776	510.4			
T	37.399218181	-80.022426151	545.9			
T	37.274573757	-80.064668157	349.0			
T	37.244920682	-80.065792991	556.6			
T	37.069335166	-80.046147567	399.5			
T	37.045683292	-80.036398284	369.3			
T	36.930550426	-79.989031386	388.1			
T	36.911885339	-79.961899719	432.7			
T	37.007555738	-79.886416815	347.1			
T	37.037445659	-79.878556463	299.9			
T	37.255466498	-79.887740165	327.4			
T	37.287987649	-79.897231152	297.9			
T	37.391740682	-79.985695255	426.6			
T	37.351844791	-80.077186334	584.2			
T	37.208795148	-80.116345670	592.9			
T	37.174928119	-80.114950954	833.2			
T	36.958440190	-80.062184260	435.8			
T	36.924334371	-80.049516760	420.6			
T	36.792122126	-79.970753718	370.4			
T	36.779784039	-79.960439510	331.3			
T	36.770661063	-79.948706493	274.7			
T	36.764108935	-79.883367433	318.5			
T	36.775352090	-79.870145510	331.8			
T	36.933802920	-79.797658094	316.9			
T	36.980549673	-79.791870507	275.7			
T	37.235091050	-79.852787508	289.4			
T	37.272497194	-79.871726560	323.8			
T	37.306134986	-79.892175630	320.3			
T	37.419372192	-80.029241541	487.6			
T	37.392688072	-80.143241968	674.4			
T	37.371206958	-80.160851105	620.6			
T	37.170770101	-80.179479632	967.3			
T	37.133720883	-80.172989401	762.4			
T	36.944940121	-80.098654159	581.8			
T	36.791151297	-79.989906339	280.1			
T	36.782017825	-79.978115942	314.5			
T	36.778351499	-79.910674438	295.5			
T	36.788990945	-79.900286389	318.6			
T	36.930383883	-79.828964644	315.6			
T	36.964833744	-79.823722872	317.8			
T	36.999097570	-79.821456591	275.1			
T	37.164819537	-79.851887149	339.8			
T	37.182685683	-79.860942721	372.8			
T	37.221394854	-79.919307406	337.3			
T	37.177460138	-79.987350386	354.5			
T	37.162214128	-79.992884298	444.1			
T	36.986777391	-79.986690735	421.4			
T	36.815676858	-79.924886425	378.7			
T	36.797495614	-79.914766443	336.1			
T	36.711697891	-79.851194549	296.2			
T	36.709622258	-79.834071290	336.8			
T	36.796339764	-79.764959918	394.0			
T	36.823959042	-79.756865287	287.6			
T	36.850471169	-79.754388930	287.4			
T	37.025966427	-79.781592169	335.7			
T	37.046462268	-79.788615373	303.2			
T	37.094804033	-79.847171665	320.7			
T	37.095170707	-79.861018204	312.7			
T	37.045105894	-79.933604363	352.0			
T	36.910419505	-79.954416633	457.4			
T	36.890201337	-79.949817065	413.1			
T	36.798088676	-79.911830355	326.6			
T	36.782682920	-79.903313418	332.8			
T	36.727005140	-79.830810919	332.8			
T	36.724328641	-79.816559665	281.9			
T	36.724758122	-79.800831861	249.7			
T	36.788126378	-79.709509703	326.7			
T	36.810785925	-79.695397657	400.3			
T	36.988000665	-79.666297328	270.4			
T	37.017113190	-79.673784350	293.5			
T	37.123265216	-79.755863575	278.1			
T	37.129523274	-79.864879082	357.0			
T	37.031156600	-79.939707500	328.9			
T	37.005333159	-79.942688096	375.5			
T	36.980367280	-79.942609138	359.1			
T	36.834044187	-79.905475663	476.0			
T	36.815754337	-79.895415192	384.5			
T	36.746146525	-79.818728229	256.2			
T	36.773992187	-79.737414316	322.7			
T	36.914019108	-79.676068731	258.6			
T	36.944092328	-79.674503515	235.9			
T	36.977264343	-79.674275386	294.3			
T	37.006847406	-79.678749732	301.0			
T	37.138175700	-79.746143140	305.0			
T	37.121391151	-79.826500632	337.9			
T	36.996619027	-79.894078891	341.9			
T	36.973953657	-79.898765462	313.3			
T	36.816821243	-79.876449910	400.3			
T	36.763691895	-79.828093932	287.6			
T	36.833583339	-79.752159431	291.7			
T	36.856607025	-79.738025670	255.8			
T	37.030911568	-79.697128463	253.8			
T	37.055474307	-79.699073850	275.9			
T	37.127071997	-79.737318860	299.9			
T	37.084058632	-79.790703573	306.2			
T	36.955341147	-79.825432406	307.8			
T	36.930997792	-79.825974247	306.1			
T	36.827031725	-79.813687211	293.9			
T	36.815992985	-79.811056132	337.7			
T	36.809399383	-79.784692361	303.8			
T	36.899387108	-79.743545319	304.5			
T	37.057489532	-79.750400346	262.3			
T	37.078830132	-79.754256561	308.3			
T	37.172512206	-79.831683275	293.3			
T	37.133214769	-79.894313744	372.4			
T	37.115501893	-79.902363641	306.4			
T	36.990681779	-79.907741521	322.6			
T	36.970551224	-79.900293927	312.8			
T	36.862984119	-79.835948944	368.8			
T	36.826343319	-79.745176831	296.3			
T	36.897029072	-79.657932283	249.3			
T	36.918014578	-79.642207387	240.4			
T	37.069662252	-79.598962734	243.4			
T	37.091559436	-79.599079537	256.3			
T	37.173216611	-79.653836898	287.5			
T	37.180303877	-79.667393398	284.0			
T	37.162485389	-79.754608446	315.5			
T	37.153368755	-79.767267105	326.2			
T	37.028485909	-79.799655388	316.0			
T	37.001259427	-79.795788351	317.1			
T	36.871873005	-79.749105802	283.4			
T	36.856607025	-79.738025670	255.8			
T	36.802356142	-79.681574104	315.5			
T	36.842613915	-79.624764461	246.3			
T	36.949323071	-79.605109750	228.3			
T	36.975731491	-79.607806285	262.7			
T	37.001793516	-79.613540116	269.4			
T	37.113155751	-79.679767239	254.9			
T	37.122950610	-79.694602245	281.1			
T	37.125557562	-79.760396482	297.9			
T	37.117168190	-79.769869573	304.9			
T	37.037928002	-79.784294251	291.3			
T	37.023141107	-79.780160279	329.4			
T	36.921391575	-79.712393228	266.0			
T	36.880772003	-79.637009538	258.1			
T	36.924972716	-79.593560205	244.2			
T	36.946909285	-79.587674728	261.5			
T	37.116047492	-79.603705064	280.5			
T	37.139303160	-79.614396796	315.4			
T	37.216153876	-79.701405055	276.5			
T	37.212962868	-79.717115059	271.0			
T	37.209769481	-79.732825130	281.6			
T	37.146295900	-79.801437027	338.9			
T	36.991357181	-79.844250484	280.7			
T	36.970652563	-79.840101277	327.6			
T	36.859571464	-79.794869190	325.2			
T	36.847250984	-79.785287550	285.7			
T	36.816678990	-79.707982871	492.9			
T	36.893252628	-79.633402696	237.4			
T	36.916270627	-79.621866688	225.0			
T	37.085801087	-79.596417559	252.9			
T	37.217766719	-79.660903233	297.2			
T	37.230367468	-79.680529226	315.5			
T	37.250881411	-79.794388370	309.9			
T	37.149989610	-79.875325517	334.6			
T	37.125735665	-79.883571747	348.9			
T	36.988264626	-79.859401873	320.0			
T	36.968804294	-79.849154434	338.1			
T	36.865709186	-79.765520346	314.3			
T	36.846035823	-79.677827434	291.6			
T	36.892391450	-79.623279228	241.2			
T	36.912688848	-79.610405169	209.7			
T	37.098755199	-79.578982739	261.3			
T	37.305361607	-79.656109428	282.7			
T	37.377391385	-79.781285124	539.7			
T	37.282385214	-79.890851510	291.8			
T	37.256648080	-79.898918941	349.0			
T	37.090147898	-79.885780421	334.7			
T	37.054252234	-79.873812354	316.0			
T	37.016653113	-79.857504678	341.2			
T	36.844635417	-79.754626899	285.6			
T	36.778080090	-79.663030907	263.2			
T	36.828544017	-79.595540915	310.4			
T	36.850989878	-79.584006016	290.5			
T	37.081462641	-79.571068728	243.7			
T	37.298077083	-79.677239438	292.1			
T	37.322872339	-79.702493050	311.5			
T	37.384039549	-79.834386343	452.1			
T	37.383645752	-79.852007681	439.8			
T	37.297763346	-79.934159181	311.7			
T	37.269670233	-79.937497072	280.6			
T	37.072139510	-79.879774753	360.6			
T	37.037743891	-79.861782663	310.6			
T	37.001606829	-79.839534600	299.3			
T	36.968828259	-79.819136430	275.7			
T	36.937141939	-79.796080442	304.4			
T	36.908130710	-79.774316915	274.1			
T	36.817719180	-79.689272343	424.6			
T	36.826544853	-79.591387213	302.8			
T	36.997079679	-79.562051822	270.8			
T	37.038667314	-79.568057339	241.0			
T	37.324905072	-79.661556191	284.5			
T	37.367824351	-79.684467394	339.8			
T	37.511920522	-79.834615288	441.6			
T	37.467739056	-79.937071864	431.4			
T	37.446832079	-79.948427774	445.8			
T	37.418937396	-79.959767777	579.8			
T	37.209480522	-79.944675954	398.6			
T	37.165498225	-79.928424056	421.2			
T	36.933802920	-79.797658094	316.9			
T	36.815752788	-79.685084928	371.1			
T	36.804751958	-79.670003055	303.2			
T	36.806347032	-79.565814587	269.5			
T	36.818188190	-79.549269821	264.0			
T	36.835854593	-79.532214399	275.5			
T	37.028736584	-79.481378006	197.2			
T	37.077522757	-79.483101051	262.4			
T	37.327994919	-79.561943386	309.9			
T	37.357937082	-79.581902569	272.9			
T	37.415846255	-79.692258571	294.6			
T	37.317325931	-79.780696721	539.6			
T	37.087851920	-79.772273028	300.0			
T	37.049900420	-79.756706173	247.0			
T	36.852338837	-79.661677915	290.8			
T	36.832563421	-79.645436089	269.1			
T	36.745156024	-79.552201614	235.4			
T	36.737495213	-79.536028901	248.2			
T	36.753411231	-79.431465198	218.2			
T	36.767493425	-79.416095969	204.6			
T	36.928361970	-79.360487203	237.9			
T	36.963564797	-79.359353928	257.3			
T	37.170312167	-79.429909524	257.8			
T	37.198762363	-79.448601535	253.9			
T	37.226896943	-79.470636656	290.1			
T	37.252227896	-79.491596017	252.3			
T	37.321176480	-79.611000693	291.0			
T	37.320858010	-79.628215186	459.6			
T	37.317471020	-79.647711059	468.6			
T	37.199779086	-79.700525854	295.4			
T	37.167355404	-79.698817269	255.9			
T	37.133010404	-79.692644258	306.4			
T	37.099693553	-79.683462742	247.2			
T	36.905553159	-79.587569693	260.3			
T	36.880697191	-79.566111958	272.5			
T	36.858173479	-79.549080663	235.7			
T	36.786846420	-79.455984845	205.1			
T	36.781607489	-79.441120234	224.3			
T	36.811824939	-79.360982874	177.5			
T	36.996730083	-79.312162381	290.3			
T	37.038544327	-79.313063065	232.9			
T	37.281234494	-79.381188345	241.1			
T	37.313270825	-79.404324040	235.0			
T	37.388530308	-79.518259782	255.3			
T	37.314842949	-79.577023411	304.5			
T	37.287398292	-79.578765714	275.4			
T	37.260614243	-79.580761642	243.5			
T	37.111931069	-79.544850346	280.0			
T	37.088789460	-79.534446581	276.4			
T	37.066624567	-79.521221738	279.1			
T	37.044655181	-79.508122124	241.9			
T	37.004042863	-79.483507569	183.9			
T	36.924428319	-79.393840161	239.3			
T	36.922198503	-79.319806582	209.8			
T	36.931107151	-79.304475393	226.7			
T	37.035681615	-79.224986171	233.9			
T	37.062857849	-79.209694594	181.5			
T	37.093092163	-79.195316289	205.4			
T	37.125827997	-79.184844766	214.5			
T	37.335055249	-79.131127097	296.1			
T	37.365792375	-79.128296064	244.1			
T	37.448688044	-79.139772193	232.7			
T	37.439591682	-79.150362118	173.3			
T	37.424803618	-79.155518975	190.0			
T	37.306718229	-79.205093759	241.5			
T	37.075814150	-79.250213556	237.2			
T	36.947209342	-79.253988586	185.9			
T	36.933264446	-79.251587811	184.7			
T	36.902640891	-79.233092436	197.4			
T	37.002543187	-79.183542235	176.0			
T	37.034294053	-79.173222463	188.3			
T	37.324749185	-79.181315982	275.0			
T	37.362208945	-79.194748912	248.9			
T	37.400301074	-79.208429248	226.7			
T	37.430933917	-79.226309910	229.1			
T	37.461396874	-79.244189632	255.2			
T	37.547895012	-79.349859435	243.7			
T	37.553074746	-79.376645749	208.0			
T	37.547300006	-79.385050732	265.9			
T	37.540055319	-79.399954834	262.3			
T	37.385597188	-79.433588179	240.7			
T	37.348865355	-79.429060333	244.9			
T	37.309437874	-79.423292704	251.9			
T	37.268136837	-79.413221865	238.2			
T	37.227366489	-79.403262083	249.6			
T	37.187841990	-79.390383151	260.9			
T	36.991282376	-79.309946768	278.5			
T	36.972891943	-79.299276990	240.0			
