type	latitude	longitude	altitude (m)	name	desc	kml_folder
T	37.395343238	-80.875543169	565.2			
T	36.940493528	-80.562733245	793.3			
T	36.998726626	-80.013383048	409.7			
T	37.512897608	-79.876839072	349.9			
T	38.135765701	-80.385031531	1166.6			
T	37.866987121	-80.954350879	849.7			
T	37.156872230	-80.947612956	842.3			
T	36.524122311	-80.432695599	356.1			
T	36.422938545	-79.884024107	200.6			
T	36.822729315	-79.767996088	290.6			
T	37.302469982	-80.296665481	621.5			
T	37.331167841	-80.356232487	587.7			
T	37.286285770	-80.675654701	612.5			
T	36.829807835	-80.345561964	963.8			
T	36.493820623	-79.574219218	161.6			
T	36.480437241	-79.497868953	200.4			
T	36.608420896	-78.967733309	152.2			
T	37.188358987	-78.890685115	180.8			
T	37.630402243	-79.330717820	423.0			
T	37.286909216	-79.692207592	415.1			
T	36.744601192	-79.652560689	230.9			
T	36.654762467	-79.235859634	138.5			
T	37.006921189	-78.760330631	106.0			
T	37.328418400	-78.791812021	242.4			
T	37.111797199	-79.208370620	154.3			
T	37.042589107	-79.269773825	213.5			
T	36.493828119	-79.565240919	167.2			
T	36.327840547	-79.462516266	205.4			
T	36.711880212	-78.964088768	126.7			
T	37.565643424	-78.604253901	140.0			
T	37.758473016	-78.808129426	298.5			
T	36.908137091	-79.331446177	194.4			
T	36.281354926	-79.488699148	209.2			
T	36.332245153	-79.199951295	184.1			
T	37.150708169	-78.655255514	164.5			
T	37.773083342	-78.540318157	116.9			
T	37.582874048	-78.792727485	184.7			
T	36.557625413	-79.266766828	130.0			
T	36.062476806	-79.367055333	149.7			
T	36.336615094	-79.046405482	205.2			
T	37.156172187	-78.624712058	171.1			
T	37.627446732	-78.564580844	142.2			
T	37.238384190	-78.775576734	172.7			
T	36.235453436	-79.118159991	223.5			
T	36.031103603	-79.055176700	154.4			
T	36.512220975	-78.713817293	126.8			
T	37.352880501	-78.435600795	119.2			
T	37.346525874	-78.544246751	140.9			
T	36.599081910	-78.826781142	123.2			
T	36.264701651	-78.852091768	168.7			
T	36.655256791	-78.553207915	118.4			
T	37.173075016	-78.342660446	131.6			
T	37.284646422	-78.308617105	114.9			
T	37.376573046	-78.287695357	90.6			
T	37.729210829	-78.334930061	98.5			
T	37.553923123	-78.442101378	190.7			
T	37.481577386	-78.484074565	169.9			
T	36.622227231	-78.796883938	118.2			
T	36.285702761	-78.819478739	156.6			
T	36.669443466	-78.504829977	135.7			
T	36.955710020	-78.359458462	124.2			
T	37.070736796	-78.310435524	161.4			
T	37.847366667	-78.089984088	141.0			
T	37.880453781	-78.094720988	106.0			
T	37.482261485	-78.374125702	108.7			
T	36.498670390	-78.742493143	143.9			
T	36.125901400	-78.785628442	93.6			
T	36.223277590	-78.666665386	131.0			
T	37.201090371	-78.217244061	156.4			
T	37.820986885	-78.122514213	110.5			
T	37.742685165	-78.245866567	111.2			
T	36.707251595	-78.643538009	105.7			
T	36.117930925	-78.773830784	105.9			
T	36.141809709	-78.685984195	104.0			
T	36.174150663	-78.660349824	110.2			
T	36.750979138	-78.360970335	126.9			
T	37.330614320	-78.172619321	138.0			
T	37.853566692	-78.182627606	103.1			
T	37.167367659	-78.518474484	177.3			
T	36.548403565	-78.732145030	115.4			
T	36.214963032	-78.779722943	138.3			
T	36.641211899	-78.490643809	110.2			
T	36.829356811	-78.404494794	142.8			
T	36.930015819	-78.363804480	140.2			
T	37.807763810	-78.168865122	108.4			
T	37.535989963	-78.407835968	149.0			
T	36.878854076	-78.683364605	98.6			
T	36.165959998	-78.913353005	140.0			
T	36.082162859	-78.904302983	113.0			
T	36.414515916	-78.654479671	145.6			
T	36.494373951	-78.616876406	119.3			
T	37.313012257	-78.359937372	112.9			
T	37.272578311	-78.518768749	132.6			
T	36.562278823	-78.839633933	144.8			
T	36.388085279	-78.901379708	172.8			
T	36.344980454	-78.914157770	186.1			
T	36.310979575	-78.869203093	181.3			
T	37.007008592	-78.511880553	157.7			
T	37.256139950	-78.429964965	137.9			
T	37.458085660	-78.445714581	138.8			
T	36.669233560	-78.870440035	111.5			
T	36.277273193	-79.033203951	182.0			
T	36.268875915	-78.973118841	168.0			
T	36.580452647	-78.764864871	141.0			
T	36.664370215	-78.718452619	112.3			
T	37.518042352	-78.389524895	112.3			
T	37.566453835	-78.382028694	128.6			
T	37.553652627	-78.552980567	144.0			
T	36.711899410	-78.954784939	135.1			
T	36.298348807	-79.040378434	190.2			
T	36.357853072	-78.939380747	216.2			
T	36.980991256	-78.525365806	155.0			
T	37.054305067	-78.500106052	166.0			
T	37.505195329	-78.559353799	151.7			
T	37.101553799	-78.996822274	189.7			
T	36.566675724	-79.116548090	154.7			
T	36.716785983	-78.656296752	121.0			
T	37.301693575	-78.315895704	120.3			
T	37.440454642	-78.432721122	142.2			
T	37.248913675	-78.930819359	161.9			
T	37.204615451	-78.979418003	161.7			
T	36.779181225	-79.198241790	162.8			
T	36.749954757	-79.194841006	176.2			
T	36.659789213	-78.839027160	130.7			
T	36.950302248	-78.433007191	126.7			
T	37.086098173	-78.633534920	168.2			
T	37.080726700	-78.688375856	151.6			
T	36.701996349	-79.192309739	146.4			
T	36.353621412	-79.242898870	185.7			
T	36.323788684	-79.077919151	191.6			
T	36.697843632	-78.570332124	105.3			
T	36.844042046	-78.525882601	144.9			
T	37.145161385	-78.730488848	170.1			
T	37.150513288	-78.769680543	144.7			
T	36.918669641	-79.182572393	164.5			
T	36.423125270	-79.262424337	157.6			
T	36.327915025	-78.941982448	186.5			
T	36.784739621	-78.567504757	149.4			
T	37.238500093	-78.720155492	195.2			
T	37.226714565	-78.942639588	148.5			
T	36.838373235	-79.171974862	172.0			
T	36.557784585	-78.985408462	147.9			
T	36.950231976	-78.462051884	155.8			
T	37.597512942	-78.302727635	107.0			
T	37.708739070	-78.613402673	169.9			
T	37.670545654	-78.655565358	147.3			
T	36.888473955	-79.016819923	165.9			
T	36.409997374	-78.970305686	177.5			
T	36.794735432	-78.476345779	148.4			
T	37.554812401	-78.304502111	80.6			
T	37.748002170	-78.386253580	101.4			
T	37.515980275	-78.835893987	173.9			
T	36.589664081	-79.156270821	117.5			
T	36.498651468	-79.169885137	165.3			
T	36.125717311	-79.048419939	189.1			
T	36.683717821	-78.446917759	119.3			
T	37.262078312	-78.276982402	140.0			
T	37.760592909	-78.444143069	122.2			
T	37.766889795	-78.481311366	123.3			
T	37.651344781	-78.705911044	125.9			
T	37.589029758	-78.755071892	238.3			
T	36.640695461	-79.153677048	149.3			
T	36.153702108	-79.105983021	209.5			
T	36.153764421	-79.076199398	187.5			
T	36.697892782	-78.528447568	126.7			
T	37.773806662	-78.382318177	130.1			
T	37.971516494	-78.542319043	148.6			
T	37.998448916	-78.589380927	241.2			
T	37.484630851	-79.240070175	217.1			
T	36.575512239	-79.466274736	146.9			
T	36.458534470	-79.100386391	139.2			
T	36.603840083	-78.890336026	131.9			
T	36.669188303	-78.819603844	121.6			
T	37.541600994	-78.480817400	184.8			
T	38.156586522	-78.839365684	403.0			
T	38.097351462	-79.077075025	438.0			
T	37.265164178	-79.287946880	208.9			
T	36.934653029	-78.768108162	123.8			
T	36.960370059	-78.702484809	146.7			
T	37.673042080	-78.182504323	77.4			
T	38.625015313	-78.482498552	285.2			
T	38.429399892	-78.993626921	393.1			
T	37.321888797	-79.220197986	288.7			
T	36.908825611	-78.881204935	182.0			
T	37.464136226	-78.423951414	144.9			
T	37.554121711	-78.410367539	134.4			
T	38.353606153	-78.622794497	672.6			
T	38.551451293	-79.034081128	857.7			
T	37.631229102	-79.102047558	280.8			
T	37.408738895	-79.026216924	220.2			
T	37.350860099	-78.994203975	255.7			
T	37.300869611	-78.524975799	149.8			
T	38.055826926	-78.310745943	146.8			
T	38.140084856	-78.331775806	154.6			
T	38.474685618	-78.501746041	626.0			
T	38.737258054	-79.010970015	588.9			
T	38.034334486	-79.187272299	582.4			
T	37.588441626	-79.040859262	220.1			
T	37.539731519	-79.001865749	187.5			
T	37.640136870	-78.418709312	120.3			
T	38.448844374	-78.308004385	178.0			
T	38.892668973	-78.800281815	590.1			
T	38.822170834	-78.918603160	544.9			
T	38.763523817	-78.953686271	438.7			
T	37.938095189	-79.041381083	797.3			
T	37.456524648	-78.711429023	269.6			
T	37.535507473	-78.497475175	171.0			
T	38.248106486	-78.320933703	171.5			
T	38.909878277	-78.798810676	553.1			
T	38.486772941	-79.145270186	910.6			
T	37.668462015	-79.009179609	232.8			
T	37.596496266	-78.573875779	147.2			
T	38.338291889	-78.536603697	904.3			
T	38.538857074	-78.667931401	660.8			
T	38.769129968	-79.132826797	570.6			
T	38.197377815	-79.163503516	451.0			
T	37.911921940	-78.987636445	633.2			
T	37.844739694	-78.552934089	133.0			
T	37.871475391	-78.510890173	144.6			
T	38.269340813	-78.445788681	159.0			
T	38.446002030	-78.796499932	441.0			
T	38.021135425	-78.974596900	417.1			
T	37.817669843	-78.693206487	165.6			
T	38.276847742	-78.421448792	203.4			
T	38.514019137	-78.514693347	689.8			
T	38.806227220	-78.894816650	555.2			
T	38.383584269	-79.031880875	390.4			
T	38.308765693	-79.024616512	433.6			
T	37.895073162	-78.784360182	303.3			
T	38.435822862	-78.405722273	717.7			
T	39.151866666	-78.615429629	499.7			
T	38.970522863	-78.901573821	635.8			
T	38.309953733	-78.855299602	361.0			
T	38.229222560	-78.792656426	447.2			
T	38.222057245	-78.770224901	578.4			
T	38.666198608	-78.519978448	253.9			
T	39.372317529	-78.725114946	220.0			
T	39.388610082	-78.877567190	227.7			
T	39.377968912	-78.911759681	308.8			
T	38.819308010	-79.111935570	597.7			
T	38.760567926	-79.108500805	568.8			
T	38.507478329	-78.850919383	408.5			
T	38.499860599	-78.809654986	381.8			
T	38.872404203	-78.431128655	520.4			
T	39.082329687	-78.429152078	298.6			
T	39.528274149	-78.819690905	267.7			
T	39.134639114	-79.271875653	1016.8			
T	38.677311629	-79.295816906	608.9			
T	38.605001683	-79.273309383	602.8			
T	38.235912988	-78.896105817	351.3			
T	38.266299002	-78.742786905	541.5			
T	38.288429418	-78.682392352	540.4			
T	38.819814394	-78.481907334	647.5			
T	39.493816080	-79.025636843	546.3			
T	38.980405006	-79.523451033	645.1			
T	38.649253381	-79.564360234	989.9			
T	38.577927239	-79.557586059	777.8			
T	38.203493149	-79.237990549	567.5			
T	38.586226443	-78.699268927	323.1			
T	39.131550483	-78.766790379	603.4			
T	39.151574343	-79.303881278	1096.7			
T	38.459661069	-79.467341727	1018.3			
T	38.392618982	-79.449802318	764.4			
T	38.176451034	-79.061262521	485.7			
T	38.691937537	-78.688540294	301.0			
T	39.664883213	-79.237193517	868.7			
T	39.707041881	-79.312262570	859.5			
T	39.566742541	-79.854087038	616.2			
T	38.716023744	-79.773833475	961.7			
T	38.479627773	-79.276653278	732.2			
T	39.051039344	-78.825144899	619.4			
T	39.644117718	-79.251565510	859.4			
T	39.665115986	-79.306202351	637.7			
T	39.345128783	-79.791051041	554.4			
T	39.258198998	-79.814066918	538.5			
T	38.633309642	-79.709978178	1123.3			
T	38.608570042	-79.672915422	1136.5			
T	38.727323540	-79.103926174	712.4			
T	39.338622935	-78.954355365	342.5			
T	39.891044686	-79.492821524	499.6			
T	39.902868738	-79.549619830	693.2			
T	39.639339802	-79.864218943	428.2			
T	39.033473581	-79.562058619	850.4			
T	39.048977086	-79.113840924	324.5			
T	39.067466179	-79.087290177	649.7			
T	39.501700291	-79.302831315	750.4			
T	40.087257326	-80.167785098	313.9			
T	40.054796940	-80.353411063	362.5			
T	40.032391587	-80.387275304	393.3			
T	39.207266168	-80.165139323	459.7			
T	38.841751694	-79.472830625	926.4			
T	39.199959212	-79.224490651	980.3			
T	39.451167912	-79.391377618	742.4			
T	39.578948378	-80.039279945	320.8			
T	39.080173927	-80.315621075	376.2			
T	38.827869428	-80.008644678	731.6			
T	38.967245835	-79.846753350	645.0			
T	39.038701382	-79.798844239	632.7			
T	39.774060828	-79.660497240	561.3			
T	39.468989490	-80.227804817	409.3			
T	39.117351774	-80.403674892	349.8			
T	38.211924025	-80.660112641	809.3			
T	38.610440445	-80.480151629	512.2			
T	39.117130099	-80.364792299	425.7			
T	39.735901193	-80.335558918	347.4			
T	38.965315296	-80.494482909	334.8			
T	38.203007658	-80.577788465	871.6			
T	38.291385867	-80.549962473	723.6			
T	38.358942588	-80.541904983	765.7			
T	39.481424004	-80.567470160	416.9			
T	39.656466288	-80.680480234	430.2			
T	38.392152963	-80.736071947	729.0			
T	37.866861145	-80.722394170	746.7			
T	38.734964337	-80.539607491	460.8			
T	38.853164599	-80.536789074	329.2			
T	39.444642358	-80.731582755	248.1			
T	38.577507102	-81.034573033	347.8			
T	37.949901708	-81.072308328	354.5			
T	38.564476124	-80.673930154	533.0			
T	39.383100677	-80.588160996	344.0			
T	38.805239488	-80.848888967	291.4			
T	37.718212841	-81.054493114	823.6			
T	37.749921758	-81.006956391	757.6			
T	39.048782456	-80.743231919	365.8			
T	39.455649103	-80.794186773	255.5			
T	38.252384221	-80.951851484	475.8			
T	37.698919743	-81.023189257	922.7			
T	37.245617886	-81.098763557	602.7			
T	38.086448503	-80.936544971	638.1			
T	39.478738509	-81.015306676	207.6			
T	38.999810735	-81.113878464	266.5			
T	37.484021442	-81.134692094	793.9			
T	37.296404361	-81.085235343	690.9			
T	38.245945641	-80.997267983	596.7			
T	38.767073006	-81.110332219	248.4			
T	37.964382183	-81.199077425	589.5			
T	37.280800042	-81.245313786	765.1			
T	37.508446632	-81.188006808	796.0			
T	38.241401308	-81.148114181	466.8			
T	38.353687785	-81.161377469	331.5			
T	38.881106634	-81.355980050	258.0			
T	37.870880734	-81.371610469	749.1			
T	37.747621421	-81.367189500	645.0			
T	37.076826678	-81.317007724	1035.8			
T	37.532703850	-81.183339979	794.2			
T	37.637414878	-81.160420323	905.9			
T	38.948332908	-81.224727617	298.4			
T	38.829210880	-81.324783182	291.8			
T	37.528478776	-81.357488228	608.7			
T	37.230453180	-81.333969123	767.3			
T	38.118205996	-81.160879627	555.2			
T	39.136279037	-81.187566723	263.4			
T	38.572108688	-81.228383021	347.8			
T	37.378159495	-81.208186138	661.5			
T	37.314797845	-81.207822638	804.8			
T	37.262847007	-81.138560346	824.6			
T	38.417833613	-80.907027026	537.1			
T	38.953678199	-80.932218451	319.4			
T	38.545040478	-80.961425318	260.3			
T	38.442475251	-80.965550868	428.7			
T	37.394736449	-81.020232270	788.9			
T	37.574296635	-80.948645066	766.4			
T	38.811823792	-80.706139054	426.0			
T	39.176029548	-80.691317295	378.8			
T	38.501705623	-80.760337055	340.0			
T	37.227966427	-80.846704969	820.5			
T	37.098566956	-80.851041449	685.7			
T	37.616706292	-80.610706393	718.0			
T	39.053287241	-80.357808708	329.5			
T	39.153832336	-80.355790733	328.6			
T	38.991133717	-80.408439601	403.3			
T	37.410787879	-80.541781160	1030.8			
T	37.093134735	-80.533499223	641.2			
T	38.287326178	-80.246265844	1271.8			
T	39.061155827	-80.217207260	377.2			
T	38.214906338	-80.308176332	1225.7			
T	37.376537084	-80.125668763	564.0			
T	37.518171595	-79.662619267	357.0			
T	37.730104409	-79.522603612	343.9			
T	38.279342025	-79.740348032	917.5			
T	38.800772215	-80.417630584	402.5			
T	38.776306366	-80.495478706	326.2			
T	38.213369858	-79.841626253	800.0			
T	38.170801564	-79.759541770	688.7			
T	37.992687516	-79.032494900	488.8			
T	37.993102233	-78.998912473	461.4			
T	38.386819464	-79.243823276	967.7			
T	38.848066374	-80.203956119	523.1			
T	38.749178586	-80.374318412	614.6			
T	38.436025891	-79.621329158	988.9			
T	38.661209342	-79.253507120	804.2			
T	39.288418887	-79.854931148	437.6			
T	39.151278047	-80.121472002	389.7			
T	38.513653560	-79.491162339	771.4			
T	38.529672583	-78.963242296	479.9			
T	39.304536977	-79.591225667	804.8			
T	39.815890447	-80.724424693	397.8			
T	39.195190132	-80.740073388	328.3			
T	38.287441617	-79.670943334	811.4			
T	38.176819569	-79.038307285	459.4			
T	39.033461770	-79.568447841	914.5			
T	39.539458941	-80.247770799	358.1			
T	38.860813774	-79.873126026	590.0			
T	38.040828586	-79.130794097	493.4			
T	38.226928797	-79.121865536	424.2			
T	39.456598573	-79.956999104	493.5			
T	39.338423634	-79.990078093	331.6			
T	38.110928857	-79.235309529	522.0			
T	37.979157141	-79.010999629	509.7			
T	38.867499626	-79.654303435	985.0			
T	39.196890209	-80.040147004	500.0			
T	38.578075176	-79.485206807	1255.6			
T	38.301418470	-79.013404830	414.1			
T	38.794738793	-79.311598536	630.8			
T	39.262337013	-79.998563194	365.2			
T	38.684075519	-79.839950391	1044.8			
T	38.578683078	-79.780819821	959.6			
T	37.924469002	-79.058818262	982.5			
T	38.309503457	-78.919544749	346.5			
T	38.790009256	-79.522469067	1025.0			
T	38.507280882	-79.784042376	879.2			
T	37.932819148	-79.363063956	392.5			
T	38.035803499	-78.900430129	523.5			
T	38.693963226	-79.283167046	724.4			
T	38.816713982	-79.796258548	842.4			
T	38.027917300	-79.400809315	460.3			
T	37.765582661	-78.726019684	193.3			
T	38.499597901	-78.857549471	409.9			
T	39.463982400	-79.768596827	625.4			
T	38.913556268	-79.850569170	583.7			
T	38.041081780	-79.158891370	545.6			
T	38.058416607	-78.757426779	275.1			
T	38.828417586	-79.167573809	686.4			
T	38.910504322	-79.642650147	819.5			
T	38.088125519	-79.485018218	730.7			
T	37.878301470	-79.033944906	759.6			
T	38.717011392	-78.790580560	432.3			
T	38.677500038	-79.253030111	766.6			
T	37.840408245	-79.402853050	474.8			
T	37.248573528	-79.051771411	256.1			
T	37.491934284	-78.832881908	180.4			
T	38.901111620	-80.234076877	497.0			
T	37.800190811	-80.050912713	416.9			
T	37.192933078	-79.564560996	246.0			
T	36.975859421	-78.686129286	124.9			
T	37.468533170	-78.694472932	194.7			
T	38.047411989	-79.563773233	590.5			
T	37.417644290	-79.897291097	462.0			
T	36.720983984	-79.326376198	197.1			
T	36.924425136	-78.610488254	142.1			
T	37.676137418	-78.810422804	159.1			
T	37.788056553	-79.729362212	382.6			
T	37.130942174	-80.053589183	665.4			
T	36.948638554	-79.417195572	274.4			
T	37.463151950	-78.596131870	179.3			
T	37.937805163	-79.141237928	605.9			
T	37.715699578	-80.383514841	707.8			
T	36.770644450	-80.978371075	706.9			
T	36.615075852	-80.593200496	438.2			
T	37.152448916	-80.070286386	773.9			
T	37.566375092	-80.217115463	738.6			
T	37.008109412	-80.666532243	595.0			
T	36.483868555	-80.629369772	331.3			
T	36.413749746	-80.158563909	269.3			
T	36.797740639	-80.054129954	295.2			
T	37.250009129	-80.840920278	982.4			
T	36.941798499	-81.334156157	862.5			
T	36.351627949	-80.919122250	398.9			
T	36.210147633	-80.295804388	284.2			
T	36.638932744	-80.279436660	416.6			
T	36.870202139	-80.919915311	645.3			
T	36.503105824	-81.221478041	871.8			
T	36.084494557	-80.794468699	300.4			
T	36.238912134	-80.316894498	300.0			
T	36.610471881	-80.574037366	434.1			
T	36.486166939	-81.103783661	907.7			
T	35.963399013	-80.984129343	322.0			
T	35.633851177	-80.325680686	210.0			
T	35.875551892	-80.089069535	243.3			
T	36.422007553	-80.631590741	427.9			
T	36.366955909	-81.122020525	423.1			
T	35.892640539	-80.822623770	247.0			
T	35.724025798	-80.287498528	207.9			
T	36.113263870	-80.054499941	299.3			
T	36.587593581	-80.529014517	416.9			
T	36.348273881	-80.706405509	341.8			
T	35.820217473	-80.353349669	243.6			
T	35.788370092	-79.847987402	196.7			
T	36.444860925	-80.019189335	258.5			
T	36.745391079	-80.507485152	852.0			
T	36.435218667	-80.535640147	347.4			
T	36.081505731	-80.055700322	280.7			
T	36.226864635	-79.759622534	250.2			
T	36.790967616	-80.298145347	554.8			
T	36.809523378	-80.683467154	718.4			
T	36.288793064	-80.371574572	322.4			
T	36.093596511	-79.783096289	232.5			
T	36.516101725	-79.813344375	189.3			
T	37.130775146	-80.564194127	537.9			
T	36.910892500	-80.851725853	678.8			
T	36.386927712	-80.385684041	370.3			
T	36.332008742	-79.851942806	246.3			
T	36.866073095	-80.202835280	486.2			
T	37.092903739	-80.929070899	667.9			
T	36.622518500	-81.041443195	794.8			
T	36.093129821	-80.364744350	231.4			
T	36.177688095	-79.800083817	219.9			
T	36.791613043	-80.204107527	412.9			
T	36.982611213	-80.895802376	675.3			
T	36.429341953	-80.910008919	487.4			
T	35.968886805	-80.350780352	213.9			
T	36.157342269	-79.930928775	270.5			
T	36.904729799	-80.317046976	775.1			
T	36.971492465	-81.019837975	685.6			
T	36.441781232	-81.029433031	838.9			
T	35.972658902	-80.388591781	218.0			
T	36.141201373	-79.959454421	286.9			
T	36.780587713	-80.404972196	922.4			
T	36.885342455	-81.154216145	768.9			
T	36.375984356	-81.084436031	456.9			
T	35.980318300	-80.360739086	225.9			
T	36.125178812	-80.004783078	288.1			
T	36.712243973	-80.525678262	851.6			
T	36.679180690	-80.966708606	758.9			
T	36.049563322	-80.576609234	241.3			
T	35.720970975	-79.895163664	140.3			
T	36.054200326	-79.839690063	244.8			
T	36.306599650	-80.055442560	214.4			
T	36.370465583	-80.123055520	206.9			
T	36.731892611	-80.823971814	792.3			
T	36.460045790	-80.885393180	469.8			
T	35.927512467	-80.184652722	230.5			
T	35.908880836	-80.133381651	226.3			
T	35.946700887	-79.808674705	229.7			
T	35.977061000	-79.814474557	247.1			
T	36.629269171	-80.406939016	502.0			
T	36.731775118	-80.945940612	715.4			
T	36.318530427	-80.603952345	333.7			
T	35.973257669	-79.847279943	248.3			
T	36.050402049	-79.755873904	222.0			
T	36.492736436	-80.495630232	433.2			
T	36.674339242	-81.068082547	795.2			
T	36.391491043	-80.652683255	361.0			
T	36.085704216	-79.778500301	240.4			
T	36.161570397	-79.760939737	229.8			
T	36.515175560	-80.567094708	342.1			
T	36.490517457	-80.928140604	678.5			
T	36.145052142	-80.329746114	250.9			
T	35.909351674	-79.594402102	204.3			
T	36.081809509	-79.744701873	246.8			
T	36.319016542	-80.152766534	208.0			
T	36.650990894	-81.136809102	818.3			
T	36.664676721	-81.270792778	1161.4			
T	36.481744868	-81.111729697	888.5			
T	36.446172410	-81.030503252	838.7			
T	36.153338256	-80.045517847	291.5			
T	36.109421109	-79.800763773	242.5			
T	36.121340375	-79.822534577	263.0			
T	36.443996909	-80.501301726	367.4			
T	36.548771724	-81.041852190	823.2			
T	36.330982601	-80.782265104	346.6			
T	36.038345548	-80.022358922	269.0			
T	36.042207674	-80.089566592	249.8			
T	36.221655304	-80.859037502	308.0			
T	36.217197495	-81.140146966	321.0			
T	36.112628119	-80.613576457	256.6			
T	36.129230492	-80.111131932	271.0			
T	36.365412296	-80.422335067	313.3			
T	36.498260866	-81.324717948	776.4			
T	36.317925241	-81.524789446	965.9			
T	36.305117400	-80.873370377	353.3			
T	36.661038873	-80.554681274	843.4			
T	36.688986103	-80.568528558	776.2			
T	36.674550415	-80.872584349	830.5			
T	36.309076610	-80.909352716	366.6			
T	36.395927878	-80.537975240	306.4			
T	37.066351003	-80.514552345	587.2			
T	37.023713923	-80.997583340	914.1			
T	36.374214625	-81.194704450	640.1			
T	36.433509044	-80.933309681	511.9			
T	37.196668631	-80.655063796	619.8			
T	37.353957715	-80.887660545	577.6			
T	36.508501553	-81.164090275	985.1			
T	36.454101735	-81.167430828	943.9			
T	36.350760887	-81.082651199	573.6			
T	37.061253758	-80.700667412	622.1			
T	37.295474734	-80.819454267	778.8			
T	36.475917887	-81.209360537	1085.1			
T	36.118735360	-81.288886125	313.5			
T	36.599394591	-80.879342149	789.2			
T	37.460381483	-80.784269805	617.9			
T	37.296049397	-81.059516181	746.2			
T	36.294222715	-81.252611755	570.9			
T	36.337491926	-81.127813569	608.9			
T	37.360024634	-80.935296134	816.2			
T	37.756339981	-81.002867522	735.2			
T	37.808097712	-81.019286119	572.8			
T	37.526799987	-81.203100578	851.6			
T	36.457685209	-81.267498290	902.6			
T	36.408843893	-81.262481808	854.6			
T	36.419401668	-81.104509209	887.2			
T	37.436512107	-80.977546058	765.1			
T	37.831082013	-81.289443356	666.2			
T	37.665406630	-81.361974338	764.2			
T	36.658782396	-81.464912014	1356.3			
T	36.471378288	-81.403145858	1003.5			
T	36.799829133	-81.279901155	846.9			
T	37.817576638	-81.269460118	752.3			
T	37.864275883	-81.286680325	693.7			
T	37.917308617	-81.322126567	557.1			
T	37.523332568	-81.414644212	546.5			
T	36.814330298	-81.384162604	997.9			
T	36.571863391	-81.272842877	766.8			
T	37.377692200	-81.083755263	739.6			
T	38.062945613	-81.347901800	752.9			
T	37.392102472	-81.477435479	727.9			
T	36.631264851	-81.396176654	838.7			
T	37.076726148	-81.123501789	767.9			
T	38.054381774	-81.163439237	419.9			
T	37.616170979	-81.413610557	601.3			
T	36.660014940	-81.545425339	1742.3			
T	36.810400128	-81.493450803	842.4			
T	37.851728923	-81.494353135	689.2			
T	38.302076914	-81.811695236	185.5			
T	37.924720759	-81.876016035	490.5			
T	37.810624883	-81.871656459	312.5			
T	36.782936532	-81.782372361	670.7			
T	36.923025765	-81.611929483	652.6			
T	37.232311347	-81.548791484	743.4			
T	38.032348209	-81.636875299	428.5			
T	37.915986107	-81.737627102	383.8			
T	37.855619866	-81.752346453	495.4			
T	36.822866012	-81.844973376	596.2			
T	36.690274127	-81.806138504	629.2			
T	37.604812106	-81.609440704	393.1			
T	37.679557578	-81.610116429	492.4			
T	38.005157273	-81.725630131	499.3			
T	37.956873169	-81.739058359	466.5			
T	36.888083932	-81.785730860	649.7			
T	36.516391724	-81.701376324	1034.5			
T	37.175708015	-81.475696706	793.0			
T	37.929631292	-81.691251060	289.0			
T	37.267593369	-81.832200225	804.6			
T	36.543558823	-81.655453304	1059.3			
T	36.890506740	-81.295558662	790.7			
T	37.871195456	-81.321773280	497.4			
T	37.999324226	-81.797999848	400.0			
T	37.037676049	-81.877961927	777.1			
T	36.856647625	-81.566191934	724.6			
T	37.668598132	-81.146191175	914.1			
T	37.938379225	-81.450991626	713.7			
T	36.975311578	-81.727581256	899.8			
T	36.533677838	-81.591846402	984.6			
T	36.547294281	-81.568691188	955.9			
T	37.157557686	-81.088108452	757.5			
T	37.895467053	-81.060398290	335.4			
T	37.214550383	-81.466861204	772.9			
T	36.293071806	-81.623319565	1117.1			
T	36.418251750	-81.391458673	848.4			
T	37.196593576	-81.173154293	919.2			
T	37.270518673	-81.437121506	825.6			
T	36.297173051	-81.522612998	889.0			
T	36.070441422	-81.299705570	414.9			
T	36.736367494	-81.050368192	788.4			
T	37.350001145	-81.382129745	789.7			
T	36.876733151	-81.558035171	685.9			
T	36.431535743	-81.377490974	805.1			
T	36.976691198	-81.016170037	669.9			
T	37.696555032	-81.348386380	638.9			
T	37.064130569	-81.697548298	790.3			
T	36.683029353	-81.482015841	1242.7			
T	37.301506373	-80.932974500	1031.1			
T	37.705653194	-81.068009590	867.7			
T	37.699723291	-81.104649106	820.2			
T	36.963493636	-81.556028053	638.0			
T	36.593443305	-81.528262330	943.2			
T	37.228326131	-81.048998768	814.3			
T	37.454603810	-81.222045451	840.6			
T	36.708251694	-81.547030674	1265.5			
T	36.673050857	-81.459967555	1406.1			
T	37.586597805	-81.025681539	707.6			
T	37.682656976	-81.274113184	753.2			
T	36.613596622	-81.661222042	1107.5			
T	36.443584330	-81.666194385	962.5			
T	37.436582690	-81.165283716	701.4			
T	38.110515506	-81.118972529	441.0			
T	37.978636314	-81.416583923	736.7			
T	37.171697709	-81.606380850	589.5			
T	37.058104486	-81.630540068	956.3			
T	36.275503979	-81.745364614	981.7			
T	36.849937572	-81.418879433	786.3			
T	38.084891068	-81.296474836	553.3			
T	37.548954220	-81.565858984	555.1			
T	36.521469470	-81.740278055	1031.1			
T	36.836855495	-81.598519517	610.1			
T	38.092179558	-81.401319046	509.9			
T	37.887777433	-81.555284053	680.9			
