type	latitude	longitude	altitude (m)	name	desc	kml_folder
T	36.029970295	-78.921081896	109.6			
T	36.095082946	-78.800108635	75.9			
T	36.170660847	-78.958367854	150.8			
T	36.194485823	-79.402027655	188.8			
T	36.117170276	-79.974257566	289.5			
T	36.023150458	-80.134981256	268.3			
T	36.009425569	-80.059848111	261.9			
T	36.010411819	-79.486320935	170.7			
T	35.996672557	-78.992944280	136.6			
T	36.049343888	-78.626849585	120.9			
T	36.109210732	-78.634238339	99.8			
T	36.147158672	-79.005485715	172.7			
T	36.103406402	-79.586418679	212.2			
T	36.020986728	-79.830886998	248.6			
T	35.982350233	-79.860942870	239.1			
T	36.004626537	-79.627598825	209.3			
T	36.004763183	-79.102512444	150.0			
T	36.024442617	-78.772882158	86.8			
T	36.074899761	-78.661526641	77.7			
T	36.209407208	-78.820723646	148.6			
T	36.307557018	-79.246844296	174.2			
T	36.319747368	-79.845234485	261.6			
T	36.223783198	-80.105338496	231.8			
T	36.143369389	-80.098296498	277.3			
T	36.117514459	-79.790366106	241.5			
T	36.129659083	-79.348990141	195.9			
T	36.153054545	-78.810142304	110.4			
T	36.212398984	-78.579892133	123.7			
T	36.304442715	-78.612948341	151.5			
T	36.364468232	-78.967971821	198.9			
T	36.301141416	-79.524814563	203.3			
T	36.117499152	-79.796814096	237.0			
T	36.032182045	-79.794160466	226.4			
T	36.010375404	-79.508357052	187.0			
T	36.069264839	-79.042288108	211.7			
T	36.118093556	-78.739529333	116.4			
T	36.221489601	-78.657786876	139.2			
T	36.342145950	-78.895156193	174.6			
T	36.298246359	-79.333948244	211.8			
T	36.147115041	-79.508021186	203.7			
T	36.066457329	-79.494942720	188.5			
T	36.055016604	-79.119400501	216.9			
T	36.080708062	-78.708775269	76.7			
T	36.167344277	-78.351268926	76.6			
T	36.326385268	-78.352902997	147.4			
T	36.429411637	-78.674331857	133.1			
T	36.339068381	-79.209363111	148.6			
T	36.173680299	-79.463537069	216.3			
T	36.132498696	-79.517079398	196.8			
